word,points
adverbs,3
adverse,2
adverts,3
advices,3
advised,2
advisee,3
adviser,2
advises,2
advisor,2
adwares,3
adwoman,3
adwomen,3
adzukis,3
aecidia,3
aediles,3
aegises,3
aeneous,3
aeolian,3
aeonian,3
aeradio,3
aerated,3
aerates,3
aerator,3
aerials,3
aeriest,3
aerobat,3
aerobes,3
aerobia,3
aerobic,2
aerogel,3
aerosat,3
aerosol,2
aerugos,3
aetatis,3
aethers,3
afeared,3
affable,2
affably,3
affaire,3
affairs,1
affects,2
affiant,3
affiche,3
affinal,3
affined,3
affines,3
affirms,2
affixal,3
affixed,2
affixer,3
affixes,3
afflict,2
affords,2
affrays,3
affront,2
afghani,3
afghans,2
afreets,3
aftmost,3
aftosas,3
against,1
agamete,3
agamids,3
agamous,3
agapeic,3
agarics,3
agarose,3
agatize,3
agatoid,3
ageings,3
ageisms,3
ageists,3
ageless,2
agelong,3
agemate,3
agendas,2
agendum,3
agenize,3
agented,3
agentry,3
aggadah,3
aggadas,3
aggadic,3
aggadot,3
aggrade,3
aggress,3
agilely,3
agility,2
aginner,3
agisted,3
agitate,2
agitato,3
aglycon,3
agnails,3
agnates,3
agnatic,3
agnized,3
agnizes,3
agnomen,3
agnosia,3
agonies,3
agonise,3
agonism,3
agonist,3
agonize,3
agoroth,3
agoutis,3
agrafes,3
agraffe,3
agrapha,3
agravic,3
aground,2
agyrias,3
ahimsas,3
aiblins,3
aidless,3
aiglets,3
aigrets,3
aikidos,3
aileron,3
ailment,2
aimless,2
ainsell,3
airbags,2
airball,3
airbase,3
airboat,3
aircrew,3
airdate,3
airdrop,3
airfare,2
airflow,2
airfoil,3
airglow,3
airhead,3
airhole,3
airiest,3
airings,3
airless,2
airlift,2
airlike,3
airline,2
airlock,2
airmail,3
airpark,3
airplay,2
airport,1
airpost,3
airshed,3
airship,2
airshot,3
airshow,3
airsick,3
airside,3
airsome,3
airthed,3
airtime,2
airting,3
airtram,3
airvacs,3
airward,3
airwave,3
airways,2
airwise,3
aitches,3
ajowans,3
akebias,3
akrasia,3
akratic,3
akvavit,3
alameda,2
alamode,3
alanine,3
alanins,3
alanyls,3
alarmed,2
alarums,3
alaskas,3
alastor,3
alation,3
albatas,3
albedos,3
albinal,3
albinic,3
albinos,3
albites,3
albitic,3
albizia,3
albumen,3
albumin,2
alcades,3
alcaics,3
alcaide,3
alcalde,3
alcayde,3
alcazar,3
alchemy,2
alchymy,3
alcohol,1
alcools,3
alcopop,3
alcoved,3
alcoves,3
aldoses,3
aldrins,3
alegars,3
alembic,3
alencon,3
alerted,2
alerter,3
alertly,3
aleuron,3
alevins,3
alewife,3
alexias,3
alexine,3
alexins,3
alfakis,3
alfalfa,2
alfaqui,3
alforja,3
alfredo,2
algebra,2
aliased,3
aliases,2
alibied,3
alibies,3
alidade,3
alidads,3
aliened,3
alienee,3
aliener,3
alienly,3
alienor,3
aliform,3
alights,3
aligned,2
aligner,3
aliment,3
alimony,2
aliners,3
alining,3
alipeds,3
aliquot,3
aliunde,3
aliyahs,3
aliyoth,3
alkalic,3
alkalin,3
alkalis,3
alkanes,3
alkanet,3
alkenes,3
alkines,3
alkylic,3
alkynes,3
allayed,3
allayer,3
alleged,1
alleger,3
alleges,2
allegro,3
alleles,2
allelic,3
allergy,2
allheal,3
alliaks,3
allicin,3
alliums,3
allobar,3
allodia,3
allonge,3
allonym,3
allover,3
allowed,1
alloxan,3
alloyed,3
allseed,3
alluded,2
alludes,2
allured,3
allurer,3
allures,3
alluvia,3
allying,3
allylic,3
almanac,2
almemar,3
almners,3
almonds,2
almondy,3
almoner,3
almonry,3
almsman,3
almsmen,3
almuces,3
almudes,3
alnicos,3
alodial,3
alodium,3
aloetic,3
aloofly,3
alpacas,3
alphorn,3
alphyls,3
alpines,3
already,1
alright,1
alsikes,3
altered,2
alterer,3
althaea,3
altheas,3
althorn,3
altoist,3
aludels,3
alumina,3
alumine,3
alumins,3
alumnae,3
alumnus,2
alunite,3
alveoli,3
alyssum,3
amadous,3
amalgam,2
amanita,3
amarone,3
amassed,2
amasser,3
amasses,3
amateur,2
amative,3
amatols,3
amatory,3
amautik,3
amautis,3
amazing,1
amazons,2
ambages,3
ambaris,3
ambeers,3
ambient,2
amblers,3
ambling,3
amboina,3
ambones,3
amboyna,3
ambries,3
ambroid,3
ambsace,3
amebean,3
ameboid,3
amended,2
amender,3
amenity,2
amentia,3
amentum,3
amerced,3
amercer,3
amerces,3
amesace,3
amiable,2
amiably,2
amidase,3
amidine,3
amidins,3
amidols,3
amidone,3
aminity,3
amirate,3
amities,3
ammeter,3
ammines,3
ammonal,3
ammonia,2
ammonic,3
amnesia,2
amnesic,3
amnesty,2
amnions,3
amniote,3
amoebae,3
amoeban,3
amoebas,3
amoebic,3
amongst,2
amorini,3
amorino,3
amorist,3
amoroso,3
amorous,2
amosite,3
amotion,3
amounts,1
amperes,3
amphora,3
amplest,3
amplify,2
ampoule,3
ampules,3
ampulla,3
amputee,2
amreeta,3
amritas,3
amtrack,3
amtracs,3
amtraks,3
amulets,3
amusers,3
amusias,3
amusing,2
amusive,3
amylase,3
amylene,3
amyloid,2
amylose,3
amylums,3
anadems,3
anaemia,3
anaemic,3
anagens,3
anagoge,3
anagogy,3
anagram,3
analgia,3
anality,3
analogs,3
analogy,2
analyse,2
analyst,1
analyte,3
analyze,2
anandas,3
anankes,3
anapest,3
anaphor,3
anarchs,3
anarchy,2
anatase,3
anatomy,2
anattos,3
anchors,2
anchovy,2
anchusa,3
ancient,1
ancilla,3
anconal,3
ancones,3
ancress,3
andante,3
andiron,3
android,2
aneared,3
aneling,3
anemias,3
anemone,3
anergia,3
anergic,3
aneroid,3
anestri,3
anethol,3
aneurin,3
angakok,3
angaria,3
angeled,3
angelic,2
angelus,2
angered,2
angerly,3
anginal,3
anginas,3
angioma,3
anglers,2
anglice,3
angling,2
angoras,3
angrier,2
angrily,2
anguine,3
anguish,2
angular,2
anhinga,3
aniline,3
anilins,3
anility,3
animacy,3
animals,1
animate,2
animati,3
animato,3
animism,3
animist,3
anionic,3
aniseed,3
anisole,3
anklets,3
ankling,3
ankuses,3
anlaces,3
anlagen,3
anlages,3
anlases,3
annates,3
annatto,3
anneals,3
annelid,3
annexed,2
annexes,3
annonas,3
annoyed,2
annoyer,3
annuals,2
annuity,2
annular,2
annulet,3
annulus,3
anodise,3
anodize,3
anodyne,3
anoints,3
anolyte,3
anomaly,2
anomies,3
anonyms,3
anopias,3
anopsia,3
anoraks,3
anorexy,3
anosmia,3
anosmic,3
another,1
anoxias,3
ansated,3
answers,1
antacid,3
antbear,3
antefix,3
anteing,3
antenna,2
anthems,2
anthers,3
anthill,3
anthoid,3
anthrax,2
anthros,3
antiair,3
antiars,3
antibug,3
anticar,3
anticks,3
anticly,3
antifas,3
antifat,3
antiflu,3
antifog,3
antifur,3
antigay,3
antigen,2
antigun,3
antijam,3
antilog,3
antiman,3
antings,3
antipot,3
antique,2
antired,3
antisag,3
antisex,3
antitax,3
antiwar,2
antlers,2
antlike,3
antlion,3
antonym,3
antrums,3
antsier,3
anurans,3
anurias,3
anurous,3
anviled,3
anxiety,1
anxious,2
anybody,1
anymore,1
anytime,2
anyways,2
anywise,3
aorists,3
aoudads,3
apaches,2
apagoge,3
apanage,3
aparejo,3
apatite,3
apelike,3
apercus,3
aperies,3
apetaly,3
aphagia,3
aphasia,2
aphasic,3
aphelia,3
apheses,3
aphesis,3
aphetic,3
aphides,3
aphonia,3
aphonic,3
aphotic,3
aphthae,3
aphylly,3
apicals,3
apiculi,3
apishly,3
aplanat,3
aplasia,3
aplenty,2
aplites,3
aplitic,3
aplombs,3
apnoeal,3
apnoeas,3
apnoeic,3
apocarp,3
apocope,3
apodous,3
apogamy,3
apogeal,3
apogean,3
apogees,3
apogeic,3
apollos,3
apologs,3
apology,2
apolune,3
apomict,3
aporias,3
apostil,3
apostle,2
apothem,3
appalls,3
apparat,3
apparel,2
appeals,1
appears,1
appease,2
appends,3
applaud,2
applets,3
applied,1
applier,3
applies,2
appoint,2
apposed,3
apposer,3
apposes,3
appress,3
apprise,3
apprize,3
approve,2
appulse,3
apraxia,3
apraxic,3
apricot,2
aproned,3
apropos,2
aprotic,3
apsidal,3
apsides,3
apteral,3
apteria,3
apteryx,3
aptness,3
apyrase,3
aquafit,3
aquaria,3
aquatic,2
aquavit,3
aqueous,2
aquifer,2
aquiver,3
arabesk,3
arabica,3
arabize,3
arables,3
aramids,3
araneid,3
araroba,3
arawana,3
arbiter,2
arbored,3
arbores,3
arbours,3
arbutes,3
arbutus,3
arcaded,3
arcades,2
arcadia,2
arcanum,3
archaea,3
archaic,2
archean,3
archers,2
archery,2
archfoe,3
archils,3
archine,3
arching,2
archive,2
archons,3
archway,2
arcings,3
arcking,3
arcsine,3
arctics,3
arcuate,3
arcuses,3
ardency,3
ardours,3
arduous,2
areally,3
areaway,3
arenite,3
arenose,3
arenous,3
areolae,3
areolar,3
areolas,3
areoles,3
argalas,3
argalis,3
argents,3
argling,3
argotic,3
arguers,3
arguing,1
arguses,3
argyles,3
argylls,3
aridest,3
aridity,3
arietta,3
ariette,3
ariosos,3
arising,2
aristae,3
aristas,3
aristos,3
arkoses,3
arkosic,3
armadas,3
armband,3
armfuls,3
armhole,3
armiger,3
armilla,3
armings,3
armless,3
armlets,3
armlike,3
armload,3
armlock,3
armoire,2
armored,2
armorer,3
armours,3
armoury,3
armpits,2
armrest,2
armsful,3
armures,3
arnatto,3
arnicas,3
arnotto,3
aroints,3
arousal,2
aroused,2
arouser,3
arouses,3
arowana,3
aroynts,3
arpents,3
arracks,3
arraign,3
arrange,2
arrased,3
arrases,3
arrayal,3
arrayed,2
arrayer,3
arrears,2
arrests,2
arrises,3
arrival,1
arrived,1
arriver,3
arrives,2
arrobas,3
arroces,3
arrowed,3
arroyos,3
arrozes,3
arsenal,2
arsenic,2
arshins,3
arsines,3
article,1
artiest,3
artigis,3
artisan,2
artiste,3
artists,1
artless,3
artsier,3
artsies,3
artwork,2
aruanas,3
arugola,3
arugula,2
aruspex,3
asarums,3
ascared,3
ascarid,3
ascaris,3
ascends,2
ascents,3
asceses,3
ascesis,3
ascetic,2
ascidia,3
ascites,3
ascitic,3
ascribe,2
asepses,3
asepsis,3
aseptic,3
asexual,2
ashamed,2
ashcake,3
ashcans,3
ashfall,3
ashiest,3
ashlars,3
ashlers,3
ashless,3
ashpans,3
ashrama,3
ashrams,3
ashtray,2
asiagos,3
asinine,2
askance,2
askaris,3
askeses,3
askesis,3
askings,3
asocial,3
aspects,1
asperse,3
asphalt,2
asphyxy,3
aspired,2
aspirer,3
aspires,2
aspirin,2
aspises,3
asprawl,3
asquint,3
asramas,3
assagai,3
assails,3
assault,1
assayed,3
assayer,3
assegai,3
assents,3
asserts,2
asshole,2
assigns,2
assists,2
assizes,3
asslike,3
assoils,3
assorts,3
assuage,2
assumed,1
assumer,3
assumes,2
assured,2
assurer,3
assures,2
assuror,3
asswage,3
astanga,3
astasia,3
astatic,3
asteria,3
astheny,3
asthmas,3
astilbe,3
astound,3
astrals,3
astrict,3
astride,2
astylar,3
asunder,2
asylums,3
atabals,3
atactic,3
ataghan,3
atalaya,3
atamans,3
ataraxy,3
atavism,3
atavist,3
ataxias,3
ataxics,3
ataxies,3
atelier,2
atemoya,3
atheism,2
atheist,2
athirst,3
athlete,2
athodyd,3
athwart,3
atingle,3
atishoo,3
atlases,3
atlatls,3
atomics,3
atomies,3
atomise,3
atomism,3
atomist,3
atomize,3
atoners,3
atonias,3
atonics,3
atonies,3
atoning,3
atopies,3
atresia,3
atresic,3
atretic,3
atriums,3
atrophy,2
atropin,3
attaboy,2
attache,2
attacks,1
attains,3
attaint,3
attempt,1
attends,2
attests,2
attired,2
attires,3
attorns,3
attract,1
attrite,3
attrits,3
attuned,2
attunes,3
aubades,3
auberge,3
auburns,3
auction,2
aucubas,3
audible,2
audibly,2
audient,3
audiles,3
audings,3
audisms,3
audists,3
audited,2
auditee,3
auditor,2
augends,3
augites,3
augitic,3
augment,2
augural,3
augured,3
augurer,3
auklets,3
auldest,3
aunties,3
aurally,3
aurated,3
aureate,3
aureola,3
aureole,3
auricle,3
aurists,3
aurochs,3
aurorae,3
auroral,3
auroras,3
ausform,3
auspice,3
austere,2
austral,3
ausubos,3
autarch,3
autarky,3
auteurs,3
authors,1
autisms,3
autists,3
autobus,3
autoing,3
automan,3
automat,3
automen,3
autonym,3
autopen,3
autopsy,2
autumns,3
auxeses,3
auxesis,3
auxetic,3
auxinic,3
availed,3
avarice,2
avatars,2
avellan,3
avenged,2
avenger,2
avenges,3
avenses,3
avenues,2
average,1
averred,3
averted,2
averter,3
avgases,3
aviated,3
aviates,3
aviatic,3
aviator,2
avidins,3
avidity,3
avionic,3
avocado,2
avocets,3
avodire,3
avoided,2
avoider,3
avosets,3
avowals,3
avowers,3
avowing,3
avulsed,3
avulses,3
awaited,2
awaiter,3
awakens,2
awaking,3
awarded,2
awardee,3
awarder,3
aweless,3
awesome,1
awfully,2
awkward,2
awlwort,3
awnings,2
awnless,3
axially,3
axillae,3
axillar,3
axillas,3
axolotl,3
axoneme,3
axseeds,3
azaleas,2
azimuth,3
azotise,3
azotize,3
azulejo,3
azurite,3
azygous,3
baalism,3
baaskap,3
babacus,3
babassu,3
babbitt,2
babbled,3
babbler,3
babbles,3
babesia,3
babiche,3
babiest,3
babools,3
baboons,2
babying,3
babyish,3
babysat,3
babysit,2
bacalao,3
baccala,3
baccara,3
baccate,3
bacchic,3
bacchii,3
baccies,3
baching,3
bacilli,3
backbar,3
backbit,3
backers,2
backfat,3
backfit,3
backhoe,2
backing,2
backlit,2
backlog,2
backlot,3
backout,3
backsaw,3
backset,3
backups,2
baculum,3
baddest,2
baddies,3
baddish,3
badgers,2
badging,3
badland,3
badness,3
baffies,3
baffing,3
baffled,2
baffler,3
baffles,2
bagasse,3
bagfuls,3
baggage,2
baggers,3
baggier,3
baggies,3
baggily,3
bagging,2
baglike,3
bagnios,3
bagpipe,3
bagsful,3
baguets,3
bagwigs,3
bagworm,3
bahadur,3
baidars,3
bailees,3
bailers,3
baileys,3
bailies,3
bailiff,2
bailing,2
bailors,3
bailout,2
bairnly,3
baiters,3
baiting,2
bakings,3
baklava,3
baklawa,3
balafon,3
balance,1
balases,3
balatas,3
balboas,3
balcony,2
baldest,3
baldies,3
balding,2
baldish,3
baldric,3
baleens,3
baleful,3
balings,3
balkers,3
balkier,3
balkily,3
balking,3
ballade,3
ballads,2
ballast,2
ballboy,3
ballers,3
ballets,2
ballier,3
ballies,3
balling,3
ballons,3
balloon,2
ballots,2
ballsed,3
ballses,3
ballute,3
balmier,3
balmily,3
balneal,3
baloney,2
balsams,3
bambini,3
bambino,3
bamboos,3
bamming,3
banally,3
bananas,2
bandage,2
bandaid,3
bandana,2
bandbox,3
bandeau,3
banders,3
bandied,2
bandier,3
bandies,3
banding,2
bandito,3
bandits,2
bandogs,3
bandora,3
bandore,3
bandsaw,3
bandura,2
baneful,3
bangers,3
banging,2
bangkok,2
bangles,2
banians,3
banjoes,3
bankers,2
banking,1
bankits,3
banksia,3
banners,2
bannets,3
banning,2
bannock,3
banquet,2
banshee,2
banshie,3
bantams,3
banteng,3
banters,3
banties,3
banyans,3
banzais,3
baobabs,3
baptise,3
baptism,2
baptist,2
baptize,2
barbate,3
barbell,2
barbels,3
barbers,2
barbets,3
barbies,3
barbing,3
barbots,3
barbule,3
barbuts,3
barchan,3
barcode,3
barding,3
barefit,3
bareges,3
barfing,3
bargain,2
bargees,3
barging,2
bargoon,3
barhops,3
barilla,3
barista,2
barites,3
bariums,3
barkeep,3
barkers,3
barkier,3
barking,2
barless,3
barleys,3
barlows,3
barmaid,3
barmier,3
barmily,3
barneys,2
barnier,3
barning,3
baronet,3
barongs,3
baronne,3
baroque,2
barques,3
barrack,2
barrage,2
barrels,2
barrens,3
barrets,3
barrier,2
barring,2
barrios,2
barroom,2
barrows,3
bartend,3
barters,3
barware,3
baryons,3
barytas,3
barytes,3
barytic,3
baryton,3
basally,3
basalts,3
bascule,3
baseman,2
basemen,3
basenji,3
bashaws,3
bashers,3
bashful,2
bashing,2
bashlyk,3
basidia,3
basilar,3
basilic,3
basinal,3
basined,3
basinet,3
basions,3
baskets,2
basking,2
basmati,3
basques,3
bassest,3
bassets,3
bassett,2
bassist,2
bassoon,3
bastard,2
basters,3
bastile,3
basting,2
bastion,2
batards,3
batatas,3
batboys,3
batched,3
batcher,3
batches,2
bateaux,3
batfish,3
batfowl,3
batgirl,3
bathers,3
bathing,2
bathmat,3
bathtub,2
bathyal,3
batiked,3
batiste,3
batlike,3
batshit,2
batsman,3
batsmen,3
batteau,3
battens,3
batters,2
battery,1
battier,3
battiks,3
battily,3
batting,2
battled,2
battler,3
battles,2
battues,3
batwing,3
baubees,3
baubles,3
baulked,3
baulker,3
bausond,3
bauxite,3
bawbees,3
bawcock,3
bawdier,3
bawdies,3
bawdily,3
bawdric,3
bawlers,3
bawling,2
bawsunt,3
bawties,3
bayamos,3
bayards,3
bayonet,2
bayside,2
baywood,3
baywops,3
bazaars,3
bazooka,3
bazooms,3
bazzing,3
beached,2
beaches,2
beacons,2
beaders,3
beadier,3
beadily,3
beading,2
beadles,3
beadman,3
beadmen,3
beagled,3
beagler,3
beagles,3
beakers,3
beakier,3
bealing,3
beamier,3
beamily,3
beaming,2
beamish,3
beanbag,3
beanery,3
beanies,3
beaning,3
bearcat,3
bearded,2
bearers,2
bearhug,3
bearing,2
bearish,2
bearpaw,3
beastie,2
beastly,2
beatbox,3
beaters,2
beatify,3
beating,1
beatnik,3
beauish,3
beauter,3
beavers,2
bebeeru,3
beblood,3
becalms,3
because,1
bechalk,3
becharm,3
beckets,3
becking,3
beckons,2
beclasp,3
becloak,3
beclogs,3
becloud,3
beclown,3
becomes,1
becrawl,3
becrime,3
becrowd,3
becrust,3
becurse,3
becurst,3
bedamns,3
bedaubs,3
bedbugs,2
bedders,3
bedding,2
bedecks,3
bedells,3
bedeman,3
bedemen,3
bedevil,3
bedewed,3
bedfast,3
bedgown,3
bedhead,3
bedight,3
bedirty,3
bedizen,3
bedlamp,3
bedlams,3
bedless,3
bedlike,3
bedmate,3
bedouin,2
bedpans,3
bedpost,3
bedrail,3
bedrape,3
bedrest,3
bedrock,2
bedroll,3
bedroom,1
bedrugs,3
bedside,2
bedsits,3
bedsock,3
bedsore,3
bedtick,3
bedtime,2
beduins,3
bedumbs,3
bedunce,3
bedward,3
bedwarf,3
beebees,3
beechen,3
beeches,3
beedies,3
beefalo,3
beefier,3
beefily,3
beefing,2
beehive,2
beelike,3
beeline,2
beepers,3
beeping,2
beerier,3
beerily,3
beernut,3
beeswax,2
beetled,3
beetler,3
beetles,2
beeyard,3
beezers,3
befalls,3
beflags,3
befleas,3
befleck,3
befools,3
befouls,3
befrets,3
begalls,3
begazed,3
begazes,3
beggars,2
beggary,3
begging,2
begirds,3
beglads,3
begloom,3
begonia,3
begorah,3
begorra,3
begrime,3
begrims,3
begroan,3
beguile,3
beguine,3
begulfs,3
behaved,2
behaver,3
behaves,2
beheads,3
behests,3
behinds,3
beholds,3
behoofs,3
behoove,3
behoved,3
behoves,3
behowls,3
beigest,3
beignes,3
beignet,3
bejasus,3
bejesus,3
bejewel,3
beknots,3
belabor,3
belaced,3
belated,2
belauds,3
belayed,3
belayer,3
belched,3
belcher,2
belches,3
beldame,3
beldams,3
beleaps,3
beleapt,3
beliefs,1
beliers,3
believe,1
bellboy,3
belleek,3
bellhop,3
bellied,3
bellies,2
belling,3
bellman,3
bellmen,3
bellows,2
belongs,2
beloved,2
belters,3
belting,2
beltway,2
belugas,2
belying,3
bemadam,3
bemeans,3
bemired,3
bemires,3
bemists,3
bemixed,3
bemixes,3
bemoans,3
bemocks,3
bemused,2
bemuses,3
benamed,3
benames,3
benched,2
bencher,3
benches,2
bendays,3
bendees,3
benders,3
bendier,3
bending,2
beneath,1
benefic,3
benefit,1
benempt,3
benison,3
bennets,3
bennies,3
benomyl,3
benthal,3
benthic,2
benthon,3
benthos,3
benumbs,3
benzene,2
benzine,3
benzins,3
benzoic,3
benzoin,3
benzole,3
benzols,3
benzoyl,3
benzyls,3
bepaint,3
bequest,2
beraked,3
berakes,3
berated,2
berates,3
berbers,3
berdash,3
bereave,3
beretta,2
bergere,3
berhyme,3
berimed,3
berimes,3
berline,3
berlins,3
berming,3
berobed,3
berried,3
berries,2
berseem,3
berserk,2
berthas,3
berthed,3
bescour,3
beseech,2
beseems,3
beshame,3
beshout,3
beshrew,3
besides,1
besiege,3
beslime,3
besmear,3
besmile,3
besmoke,3
besmuts,3
besnows,3
bespake,3
bespeak,3
bespoke,2
bestead,3
bestial,3
besties,3
besting,3
bestirs,3
bestows,2
bestrew,3
bestrid,3
bestrow,3
bestuds,3
beswarm,3
betaine,3
betaken,3
betakes,3
betaxed,3
bethank,3
bethels,3
bethink,3
bethorn,3
bethump,3
betided,3
betides,3
betimes,3
betises,3
betoken,3
betrays,2
betroth,3
betters,2
betting,2
bettors,3
between,1
betwixt,3
beveled,3
beveler,3
bevomit,3
bevvies,3
bewails,3
bewared,3
bewares,3
beweary,3
beweeps,3
bewitch,3
beworms,3
beworry,3
bewraps,3
bewrapt,3
bewrays,3
beylics,3
beyliks,3
beyonds,3
bezants,3
bezique,3
bezoars,3
bezzant,3
bhaktas,3
bhaktis,3
bhangra,3
bharals,3
bheesty,3
bhistie,3
bialies,3
biasing,3
biassed,3
biasses,3
biaxial,3
bibasic,3
bibbers,3
bibbery,3
bibbing,3
bibcock,3
bibelot,3
bibless,3
biblike,3
biblist,3
bicarbs,3
bickers,3
bicolor,3
bicorne,3
bicorns,3
bicrons,3
bicycle,2
bidarka,3
bidders,2
biddies,3
bidding,2
bielded,3
biennia,3
bifaces,3
biffies,3
biffing,3
biffins,3
bifidly,3
bifidum,3
bifilar,3
bifocal,3
bifolds,3
bigeyes,3
bigfeet,3
bigfoot,2
biggest,1
biggety,3
biggies,3
bigging,3
biggins,3
biggish,3
biggity,3
bighead,3
bighorn,2
bighted,3
bigness,3
bigoses,3
bigoted,2
bigotry,2
bigtime,3
biguine,3
bigwigs,3
bijural,3
bikeway,3
bikinis,2
bilayer,3
bilbies,3
bilboas,3
bilboes,3
bilevel,3
bilgier,3
bilging,3
biliary,3
bilious,3
bilkers,3
bilking,3
billbug,3
billers,3
billets,3
billies,3
billing,2
billion,1
billons,3
billows,2
billowy,3
bilobed,3
bilsted,3
biltong,3
bimboes,3
bimetal,3
biminis,3
bimodal,3
bimorph,3
binders,2
bindery,3
binding,2
bindles,3
bingers,3
binging,3
bingoes,3
binning,3
binocle,3
biochip,3
biocide,3
biofilm,3
biofuel,2
biogens,3
biogeny,3
bioherm,3
biology,1
biomass,2
bionics,3
bionomy,3
biontic,3
biopics,3
biopsic,3
bioptic,3
biotech,2
biotics,3
biotins,3
biotite,3
biotope,3
biotron,3
biotype,3
bipacks,3
biparty,3
bipedal,3
biplane,3
bipolar,2
birched,3
birchen,3
birches,2
birddog,3
birders,2
birdied,3
birdies,2
birding,2
birdman,3
birdmen,3
biremes,3
biretta,3
biriani,3
birkies,3
birlers,3
birling,3
birring,3
birthed,2
biryani,3
biscuit,2
bisects,3
bishops,2
bismuth,3
bisnaga,3
bisques,3
bistate,3
bisters,3
bistort,3
bistred,3
bistres,3
bistros,3
bitable,3
bitched,3
bitchen,3
bitches,2
bitcoin,2
bitmaps,3
bitrate,3
bitsier,3
bittern,3
bitters,2
bittier,3
bittily,3
bitting,3
bittock,3
bitumen,3
biturbo,3
bitwise,3
bivalve,3
bivinyl,3
bivouac,3
bizarre,2
bizarro,2
bizjets,3
biznaga,3
bizonal,3
bizones,3
blabbed,3
blabber,3
blacked,2
blacken,3
blacker,2
blackly,3
bladder,2
bladers,3
blading,3
blagged,3
blagger,3
blagues,3
blahest,3
blamers,3
blaming,2
blammed,3
blander,3
blandly,3
blanked,2
blanker,3
blanket,2
blankie,3
blankly,2
blaring,2
blarney,3
blasted,2
blaster,2
blastie,3
blatant,2
blather,2
blatted,3
blatter,3
blaubok,3
blawing,3
blazers,2
blazing,2
blazons,3
bleaker,3
bleakly,3
bleared,3
blearer,3
bleated,3
bleater,3
bleeder,3
bleeped,3
bleeper,3
blellum,3
blemish,2
blended,2
blender,2
blendes,3
blesbok,3
blessed,2
blesser,3
blesses,2
blether,3
blewits,3
blights,3
blighty,3
blinded,2
blinder,3
blindly,2
blinged,3
blinked,2
blinker,3
blintze,3
blipped,3
blissed,3
blisses,3
blister,2
blither,3
